 sindex, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, diffimgstatus, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 6127 652 13 1 ZTF_g 2537229434815 0 2.4732 71.2775 5.42777 26.1669 5.3329e-06 0.0376638 -0.0581061 1.02456e-05 1514 30. 0.09626 0.061327 20.3512 26.1669 1 2460291.7294329 652120148 1 -12.47871673919 30.820963 -0.450379 0.933146 13.72123370157 49.057808 0.281579 1.153108 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 6128 698 3 3 ZTF_r 2538120431015 0 1.7268 573.703 12.0929 27.4428 1.0994e-06 0.0171269 0.0820555 2.19922e-06 1508 90. 0.050407 0.05101 21.0249 27.4428 1 2460292.6204398 698120210 1 1.54120046079 47.356632 0.036202 0.921268 -137.92969357798 97.350021 -1.426386 1.024500 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 6129 652 13 1 ZTF_r 2538121604815 0 1.7209 932.57 13.5317 27.2819 1.2815e-06 0.0184883 0.0901282 2.42644e-06 1528 90. 0.056502 0.053586 20.7912 27.2819 1 2460292.6216088 652120248 1 13.24213015392 50.298496 0.292858 1.022659 173.39828457692 94.283752 1.851498 1.077379 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 6130 652 13 1 ZTF_g 2538131054815 0 2.0951 212.168 10.9774 27.3512 4.0333e-06 0.0328834 -0.0180967 7.66387e-06 1521 90. 0.066128 0.064499 20.8383 27.3512 1 2460292.6310532 652120148 1 32.12818814536 63.854115 0.559696 1.023209 129.37042772595 99.676559 1.306644 1.214213 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 6131 698 3 3 ZTF_g 2538132211015 0 2.5665 296.365 10.1871 27.6122 1.9271e-06 0.0226822 -0.113188 3.83039e-06 1510 90. 0.059815 0.04784 20.9769 27.6122 1 2460292.6322106 698120110 1 114.93102931826 55.836956 2.289657 0.870141 128.0763782238 94.966621 1.357729 1.036822 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 6132 653 16 2 ZTF_g 2538154006115 0 1.9877 241.105 9.22507 27.3497 1.8078e-06 0.022482 -0.0475848 3.58526e-06 1609 90. 0.054409 0.049649 21.0657 27.3497 1 2460292.6540046 653120161 1 89.50662946926 47.714176 2.086712 0.902052 -24.93577412658 84.119606 -0.298429 1.098074 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 6133 653 16 1 ZTF_g 2538154006015 0 1.8847 251.403 9.0071 27.4398 1.3252e-06 0.0185386 -0.04632 2.54084e-06 1441 90. 0.051406 0.049441 21.2327 27.4398 1 2460292.6540046 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 6134 698 3 3 ZTF_g 2538155171015 0 1.9317 299.314 10.0539 27.5739 1.5121e-06 0.0201128 -0.0565454 3.0325e-06 1508 90. 0.048882 0.044772 21.1953 27.5739 1 2460292.6551736 698120110 1 111.79204183106 45.104500 2.757057 0.953262 29.57490332452 84.388618 0.352821 1.033650 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 6135 698 3 3 ZTF_g 2538227011015 0 2.2884 298.004 9.83731 27.5945 1.3073e-06 0.0187346 -0.0828542 2.61539e-06 1512 90. 0.052546 0.044687 21.0979 27.5945 1 2460292.7270139 698120110 1 127.35286732658 46.248814 3.063112 1.033123 131.66060624188 83.334579 1.590544 1.034455 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 6136 652 13 1 ZTF_g 2538250304815 0 2.4059 213.762 10.6156 27.3808 2.2997e-06 0.0248759 -0.0455289 4.34496e-06 1528 90. 0.060917 0.052072 20.8527 27.3808 1 2460292.7503009 652120148 1 -69.30210162217 58.270741 -1.322972 1.058747 -101.4452702681 92.777237 -1.100793 1.157996 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 6137 653 16 1 ZTF_r 2539112186015 0 2.2647 504.263 16.8977 27.0193 1.635e-06 0.0206057 0.0869058 3.14673e-06 1449 90. 0.060599 0.05511 20.0605 27.0193 1 2460293.6121875 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 6138 653 16 2 ZTF_r 2539112186115 0 2.3044 568.088 14.283 26.9105 1.6299e-06 0.0213168 0.0919269 3.20965e-06 1608 90. 0.061379 0.052873 20.0705 26.9105 1 2460293.6121875 653120261 1 -79.12159588067 72.472115 -1.214448 0.980172 33.47333913504 121.559601 0.277220 1.087012 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 6139 652 13 1 ZTF_r 2539113354815 0 2.2215 608.128 17.6096 26.8147 1.9141e-06 0.0226334 0.0940249 3.62868e-06 1532 90. 0.065169 0.057457 19.8393 26.8147 1 2460293.6133565 652120248 1 -102.44707338191 81.097290 -1.405232 1.064599 -211.35686435815 138.627853 -1.534903 1.096604 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 6140 698 3 3 ZTF_r 2539114511015 33554432 2.0206 270.081 18.5195 26.6415 2.3562e-06 0.0250648 0.0903549 4.72393e-06 1509 90. 0.056677 0.048188 19.6439 26.6415 1 2460293.6145139 698120210 1 -88.15100698145 78.384140 -1.250990 0.980395 -72.09290314943 146.718628 -0.494678 1.036016 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 6141 652 13 1 ZTF_g 2539129944815 0 2.5326 139.307 13.3943 26.9124 6.6378e-06 0.040501 -0.0209818 1.39338e-05 1432 90. 0.072177 0.069739 20.0677 26.9124 1 2460293.6299421 652120148 1 -75.41124553572 87.996117 -0.953295 0.869737 -76.03778514224 131.073654 -0.584022 1.227411 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 6142 698 3 3 ZTF_g 2539132301015 0 3.4049 253.341 11.5505 27.4491 3.6163e-06 0.030785 -0.128237 7.34587e-06 1493 90. 0.069585 0.055219 20.4571 27.4491 1 2460293.6323032 698120110 1 -31.93767302914 64.459923 -0.551148 1.071629 -126.23333025789 94.464798 -1.345300 1.050645 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 6143 652 13 1 ZTF_g 2539173704815 0 2.4708 205.191 12.2574 27.3335 2.6417e-06 0.0265826 -0.042409 5.01272e-06 1520 90. 0.061762 0.053932 20.6298 27.3335 1 2460293.6737037 652120148 1 25.30174797808 68.024757 0.413750 0.948417 121.51335754567 107.557663 1.137360 1.162591 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 6144 698 3 3 ZTF_g 2539177671015 0 2.5708 242.101 11.736 27.3617 2.3808e-06 0.0253419 -0.0678767 4.78609e-06 1511 90. 0.058505 0.050846 20.6265 27.3617 1 2460293.6776736 698120110 1 136.36200395695 61.466686 2.467791 1.003211 96.42250388865 101.843246 0.953150 1.047669 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 6145 653 16 1 ZTF_g 2539205156015 0 2.8412 244.445 9.2748 27.417 1.9455e-06 0.022471 -0.0409652 3.7782e-06 1444 90. 0.063442 0.058411 20.8602 27.417 1 2460293.7051505 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 6146 653 16 2 ZTF_g 2539205156115 0 2.8935 232.789 9.05366 27.3233 2.6935e-06 0.0274837 -0.0451625 5.33222e-06 1608 90. 0.065429 0.05862 20.766 27.3233 1 2460293.7051505 653120161 1 75.0622599879 63.528618 1.314338 0.908170 74.20669563542 95.397827 0.783105 1.138946 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 6147 698 3 3 ZTF_g 2539250451015 0 3.2017 244.297 11.8155 27.3898 3.3899e-06 0.0300699 -0.106382 6.90626e-06 1510 90. 0.063731 0.053136 20.4705 27.3898 1 2460293.7504514 698120110 1 -31.9883551598 65.657280 -0.541956 1.103971 -135.6851824893 98.289093 -1.389768 1.055640 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 6148 652 13 1 ZTF_r 2540081204815 0 2.558 817.58 16.286 27.1522 1.5421e-06 0.0201806 0.0863095 2.91579e-06 1518 90. 0.064888 0.057765 20.1289 27.1522 1 2460294.5812037 652120248 1 76.16772159896 84.626427 1.001197 1.018366 217.94792518427 136.973892 1.601881 1.102053 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 6149 652 13 1 ZTF_g 2540089614815 0 3.2549 188.822 11.4943 27.2321 4.6962e-06 0.0343075 -0.0249456 9.56732e-06 1455 90. 0.078054 0.075871 20.3014 27.2321 1 2460294.5896181 652120148 1 159.10722419126 88.841301 1.992186 0.977327 79.6623296266 121.679581 0.659099 1.274656 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 6150 698 3 3 ZTF_g 2540090771015 0 3.4528 261.432 12.0438 27.4641 3.3357e-06 0.0294672 -0.11174 6.804e-06 1487 90. 0.070097 0.05511 20.4482 27.4641 1 2460294.5907755 698120110 1 117.44271553946 77.850998 1.678096 0.917882 155.19172877774 111.634743 1.399537 1.058659 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 6151 653 16 2 ZTF_g 2540107546115 0 2.8433 200.197 10.4909 27.157 3.6359e-06 0.0318522 -0.0449116 7.25465e-06 1607 90. 0.06541 0.057662 20.481 27.157 1 2460294.6075463 653120161 1 45.83509028413 67.336189 0.757189 1.030959 -20.71077573384 102.184265 -0.204046 1.126848 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 6152 653 16 1 ZTF_g 2540107546015 0 2.7956 209.493 10.8386 27.2544 2.8391e-06 0.0270489 -0.047994 5.58956e-06 1436 90. 0.064393 0.060932 20.5584 27.2544 1 2460294.6075463 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 6153 652 13 1 ZTF_g 2540133144815 0 2.8171 194.941 11.1378 27.2717 3.4736e-06 0.0303283 -0.0299764 6.63481e-06 1511 90. 0.068492 0.061324 20.5243 27.2717 1 2460294.6331481 652120148 1 96.20820540045 77.795929 1.375657 1.032373 135.01818078416 114.648033 1.185607 1.193082 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 6154 653 16 1 ZTF_g 2540134316015 0 2.8374 226.605 10.0993 27.3484 2.3103e-06 0.0244744 -0.0442593 4.52183e-06 1441 90. 0.062014 0.059803 20.7072 27.3484 1 2460294.6343171 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 6155 653 16 2 ZTF_g 2540134316115 0 2.8951 219.198 9.94897 27.259 2.5626e-06 0.0268406 -0.0467565 5.07181e-06 1611 90. 0.064086 0.057827 20.6142 27.259 1 2460294.6343171 653120161 1 28.41098944695 64.525124 0.489793 0.844718 93.78152304657 97.184608 0.971483 1.130331 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 6156 698 3 3 ZTF_g 2540137811015 0 3.1568 261.129 11.6305 27.4513 2.6166e-06 0.0265243 -0.0869711 5.24942e-06 1512 90. 0.064653 0.054642 20.5531 27.4513 1 2460294.6378125 698120110 1 -1.88271916379 66.441383 -0.031521 1.034527 -181.80895323957 99.150063 -1.846025 1.057630 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 6157 653 16 1 ZTF_g 2540194446015 0 3.1007 242.039 9.43499 27.4197 2.2365e-06 0.0241241 -0.0477698 4.35451e-06 1444 90. 0.064364 0.05857 20.7711 27.4197 1 2460294.6944444 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 6158 653 16 2 ZTF_g 2540194446115 0 3.1401 232.923 9.23158 27.3227 2.9572e-06 0.0288934 -0.0434311 5.85521e-06 1616 90. 0.066879 0.059968 20.6858 27.3227 1 2460294.6944444 653120161 1 76.57516986279 66.797668 1.275209 0.955989 172.77846609009 96.664680 1.799438 1.144550 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 6159 698 3 3 ZTF_g 2540203991015 0 2.7954 259.176 11.2048 27.44 2.1452e-06 0.0239884 -0.0799775 4.30777e-06 1513 90. 0.058558 0.052271 20.6735 27.44 1 2460294.7039931 698120110 1 50.74540646139 58.433331 0.966031 0.991631 92.49256624479 92.890945 1.002417 1.051493 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 6160 653 16 1 ZTF_r 2540273336015 0 3.1254 567.623 14.1287 27.1727 1.9167e-06 0.0222516 0.0922684 3.68654e-06 1446 90. 0.068668 0.062891 20.1118 27.1727 1 2460294.7733333 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 6161 653 16 2 ZTF_r 2540273336115 0 3.2064 661.372 14.2677 27.0744 2.0987e-06 0.0240988 0.0921717 4.1202e-06 1597 90. 0.067766 0.062617 19.9877 27.0744 1 2460294.7733333 653120261 1 -1.35630031119 81.895439 -0.018423 1.065373 104.22591943597 116.765846 0.898618 1.139764 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 6162 698 3 3 ZTF_r 2540274501015 0 2.9298 468.798 15.8449 27.2355 1.9487e-06 0.0228448 0.0828226 3.89032e-06 1512 90. 0.063697 0.058263 20.1282 27.2355 1 2460294.7745023 698120210 1 8.62399450915 92.190140 0.104059 0.925762 31.65228702577 138.088654 0.230761 1.081196 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 6163 698 3 3 ZTF_g 2541140121015 0 2.7523 81.2681 7.24469 26.2017 5.1928e-06 0.035429 -0.107264 1.16236e-05 1422 30. 0.064555 0.054705 19.9472 26.2017 1 2460295.6401273 698120110 1 0.41198087057 35.819767 0.012794 1.033930 -64.83379466274 58.934784 -1.107503 1.043812 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 6164 653 16 2 ZTF_g 2541188246115 0 2.6436 77.9494 33.658 26.1293 2.02399e-05 0.0437209 -0.0237453 5.66872e-05 722 30. 0.061314 0.103761 18.2658 26.1293 1 2460295.6882407 653120161 1 96.36495160759 219.300415 0.488804 0.853640 144.52784763081 351.331696 0.414142 1.107387 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 6165 653 16 1 ZTF_g 2541188246015 0 2.5815 80.6123 39.739 26.2198 2.16074e-05 0.0423718 -0.0198661 6.67863e-05 667 30. 0.057634 0.109991 18.1987 26.2198 1 2460295.6882407 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 6166 653 16 1 ZTF_i 2541218096015 0 2.8138 236.267 42.1305 25.5 1.29371e-05 0.0575613 0.189879 7.01793e-05 677 30. 0.068432 0.137114 17.3557 25.5 2 2460295.7180903 653120360 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458387.852801 2458769.830660 57,61
 6167 653 16 2 ZTF_i 2541218096115 32 2.7938 220.388 39.4553 25.4001 1.23472e-05 0.0582834 0.189416 6.62686e-05 741 30. 0.075053 0.120319 17.3061 25.4001 2 2460295.7180903 653120361 1 72.17774663551 213.223557 0.376550 0.978691 128.66291287915 327.428986 0.395596 1.098739 0.222053743343301 20.6279999351501 0.125 1.25499999523163 -0.165999993681908 2458387.852801 2459130.846088 0
 6168 652 13 1 ZTF_i 2541218554815 0 2.2847 179.879 6.56782 25.3386 2.02e-06 0.0326838 0.199906 1.3646e-05 1534 30. 0.089394 0.073531 19.3489 25.3386 2 2460295.7185532 652120348 1 2.94843371527 33.137489 0.098975 0.925498 -19.69933583972 54.733711 -0.362336 1.108597 0.183438950417108 20.6730000114441 0.104999996721745 0.920000016689301 -0.0900000035762787 2458430.725000 2459220.679120 0
 6169 698 3 3 ZTF_i 2541220431015 0 2.1045 195.147 6.06016 25.5185 9.914e-07 0.0229637 0.186354 7.51627e-06 1522 30. 0.064876 0.056676 19.6872 25.5185 2 2460295.7204398 698120310 1 2.60633427765 27.114933 0.106924 1.064432 86.84385861567 49.333141 1.772211 1.044955 0.0723871330140563 20.5600000953674 0.0820000022649765 0.787000000476837 0.0780000016093254 2458434.741713 2459487.806088 0
 6170 698 3 3 ZTF_r 2541266271015 33554432 2.2328 104.678 10.9769 25.585 6.7696e-06 0.0422071 0.084803 1.35269e-05 1490 30. 0.060924 0.05698 19.1038 25.585 1 2460295.7662731 698120210 1 19.25615854662 51.037815 0.419694 1.020660 -18.09833467468 91.161972 -0.199867 1.045876 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 6171 653 16 2 ZTF_r 2541274426115 33554480 3.1516 104.641 43.1577 25.1074 5.99461e-05 0.052786 0.0819584 0.00013389 368 30. 0.077623 0.101152 16.8219 25.1074 1 2460295.7744213 653120261 1 76.18591045897 245.195786 0.345634 1.024432 38.94023825493 360.802277 0.108654 1.107862 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 6172 653 16 1 ZTF_r 2541274426015 33554464 3.0444 99.6883 45.0896 25.262 4.80772e-05 0.0447603 0.0795576 0.000121203 344 30. 0.066235 0.094524 16.9551 25.262 1 2460295.7744213 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 6173 698 3 3 ZTF_r 2551119781015 33554433 1.4084 104.259 27.8179 25.6619 1.28521e-05 0.0475468 0.0845903 2.72743e-05 1065 30. 0.069525 0.073934 18.4641 25.6619 1 2460305.6197801 698120210 1 121.6474337596 103.262886 1.310429 1.074367 -284.85786389738 227.186340 -1.262296 1.022758 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 6174 653 16 2 ZTF_r 2551120256115 0 1.7567 197.729 20.3608 25.771 6.6626e-06 0.0400207 0.0895694 1.31785e-05 1415 30. 0.063737 0.054372 18.7506 25.771 1 2460305.6202546 653120261 1 -11.87545033511 95.645821 -0.138114 0.940709 -52.06835364247 177.090286 -0.296002 1.083472 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 6175 653 16 1 ZTF_r 2551120256015 0 1.6432 176.553 21.3236 25.8904 6.5366e-06 0.0391212 0.0833668 1.26694e-05 1324 30. 0.060729 0.057692 18.9121 25.8904 1 2460305.6202546 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 6176 652 13 1 ZTF_r 2551120724815 0 1.5149 261.709 19.792 25.917 5.3534e-06 0.0370615 0.0851722 1.01197e-05 1471 30. 0.065389 0.064048 19.0696 25.917 1 2460305.6207292 652120248 1 -54.72426386285 76.955734 -0.791031 0.987709 56.03721314537 150.261780 0.375442 1.074152 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 6177 652 13 1 ZTF_g 2551185504815 33554432 2.1682 34.1846 26.2679 25.401 4.51671e-05 0.0491753 -0.0345551 0.000132251 442 30. 0.075222 0.074511 17.9836 25.401 1 2460305.6855093 652120148 1 -54.49603066234 149.588242 -0.405249 0.867710 -78.9317004561 244.779678 -0.324632 1.169537 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 6178 653 16 2 ZTF_g 2551185986115 33554432 2.28 36.1949 24.6198 25.2955 5.36211e-05 0.0491522 -0.0278708 0.000163365 434 30. 0.08015 0.069843 17.8732 25.2955 1 2460305.6859838 653120161 1 -73.60962245563 133.870178 -0.611654 0.923688 -225.64936653368 220.193054 -1.031682 1.125008 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 6179 653 16 1 ZTF_g 2551185986015 33554432 2.1916 40.3577 26.6233 25.3829 7.02445e-05 0.0493743 -0.0129599 0.000232724 383 30. 0.074057 0.064681 17.9339 25.3829 1 2460305.6859838 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 6180 698 3 3 ZTF_g 2551225781015 0 2.6511 66.3307 23.6326 25.9756 2.38111e-05 0.0417669 -0.109042 7.66849e-05 636 30. 0.073114 0.058107 18.4792 25.9756 1 2460305.725787 698120110 1 180.26159205374 122.059563 1.642806 0.896274 220.31120436303 207.381195 1.069504 1.035539 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
